run_id,prompt_id,source,category,model,temperature,run,instruction_version,run_timestamp,instructional_stability_score,verbosity_score,confidence_score,format_score,latency_score,overall_quality_score
run_20260206_150046,SQUAD_001,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:00:48.135147+00:00,0.5,1.0,1.0,1.0,0.5631134999604828,0.7594670249940725
run_20260206_150046,SQUAD_002,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:00:49.745019+00:00,0.5,1.0,0.6,1.0,0.6781098591342918,0.6967164788701438
run_20260206_150046,SQUAD_003,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:00:51.320968+00:00,0.5,1.0,1.0,1.0,0.47645626077846315,0.7464684391167695
run_20260206_150046,SQUAD_004,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:00:54.061750+00:00,0.5,1.0,1.0,1.0,0.7006476462809144,0.7800971469421372
run_20260206_150046,SQUAD_005,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:00:55.237960+00:00,0.5,1.0,1.0,1.0,0.7272286923167641,0.7840843038475147
run_20260206_150046,SQUAD_006,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:00:57.140568+00:00,0.5,1.0,1.0,1.0,0.6686993397238029,0.7753049009585705
run_20260206_150046,SQUAD_007,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:00:59.357482+00:00,0.5,1.0,1.0,1.0,0.5207671027251118,0.7531150654087668
run_20260206_150046,SQUAD_008,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:01.902453+00:00,0.5,1.0,1.0,1.0,0.7466106213056442,0.7869915931958467
run_20260206_150046,SQUAD_009,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:03.082368+00:00,0.5,1.0,1.0,1.0,0.594048301130397,0.7641072451695596
run_20260206_150046,SQUAD_010,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:05.633908+00:00,0.5,0.7366666666666668,1.0,1.0,0.2746954248388048,0.6767043137258207
run_20260206_150046,SQUAD_011,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:08.809565+00:00,0.5,1.0,1.0,1.0,0.638900063972989,0.7708350095959484
run_20260206_150046,SQUAD_012,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:10.138116+00:00,0.5,1.0,1.0,1.0,0.5144564237744037,0.7521684635661606
run_20260206_150046,SQUAD_013,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:12.596359+00:00,0.5,0.8392405063291141,1.0,1.0,0.4175060622625042,0.7135119852887427
run_20260206_150046,SQUAD_014,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:14.953259+00:00,0.5,1.0,1.0,1.0,0.7224090955624971,0.7833613643343746
run_20260206_150046,SQUAD_015,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:15.974858+00:00,0.5,1.0,1.0,1.0,0.597993269706997,0.7646989904560496
run_20260206_150046,SQUAD_016,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:18.434979+00:00,0.5,1.0,1.0,1.0,0.6406585917760184,0.7710987887664028
run_20260206_150046,SQUAD_017,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:20.277483+00:00,0.5,0.8392405063291141,1.0,1.0,0.34915863557226257,0.7032598712852065
run_20260206_150046,SQUAD_018,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:23.348642+00:00,0.5,1.0,1.0,1.0,0.7193214441388469,0.782898216620827
run_20260206_150046,SQUAD_019,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:24.381381+00:00,0.5,1.0,1.0,1.0,0.5975208797216387,0.7646281319582459
run_20260206_150046,SQUAD_020,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:26.829975+00:00,0.5,1.0,1.0,1.0,0.5009924014975138,0.7501488602246271
run_20260206_150046,SQUAD_021,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:29.185535+00:00,0.5,1.0,1.0,1.0,0.6538797410244768,0.7730819611536716
run_20260206_150046,SQUAD_022,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:30.622999+00:00,0.5,1.0,1.0,1.0,0.6775423557659359,0.7766313533648904
run_20260206_150046,SQUAD_023,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:32.536332+00:00,0.5,1.0,1.0,1.0,0.6011666333953526,0.765174995009303
run_20260206_150046,SQUAD_024,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:34.818175+00:00,0.5,1.0,1.0,1.0,0.727713271338253,0.784156990700738
run_20260206_150046,SQUAD_025,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:36.352655+00:00,0.5,1.0,1.0,1.0,0.686878314583073,0.778031747187461
run_20260206_150046,SQUAD_026,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:38.503187+00:00,0.5,1.0,1.0,1.0,0.5597325984814145,0.7589598897722122
run_20260206_150046,SQUAD_027,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:40.971541+00:00,0.5,0.6621392190152801,1.0,1.0,0.5773043907696058,0.7109165414677329
run_20260206_150046,SQUAD_028,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:42.907905+00:00,0.5,1.0,1.0,1.0,0.6481717710092463,0.772225765651387
run_20260206_150046,SQUAD_029,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:44.647206+00:00,0.5,1.0,1.0,1.0,0.5796431296595103,0.7619464694489266
run_20260206_150046,SQUAD_030,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:46.899743+00:00,0.5,1.0,1.0,1.0,0.7050661718782467,0.780759925781737
run_20260206_150046,SQUAD_031,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:48.439104+00:00,0.5,1.0,1.0,1.0,0.6372098725746492,0.7705814808861974
run_20260206_150046,SQUAD_032,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:50.689843+00:00,0.5,1.0,1.0,1.0,0.6799256365059557,0.7769888454758934
run_20260206_150046,SQUAD_033,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:52.532736+00:00,0.5,1.0,1.0,1.0,0.6389658069657358,0.7708448710448604
run_20260206_150046,SQUAD_034,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:54.683401+00:00,0.5,1.0,1.0,1.0,0.6539460026996121,0.7730919004049419
run_20260206_150046,SQUAD_035,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:56.629981+00:00,0.5,1.0,1.0,1.0,0.669016967851482,0.7753525451777223
run_20260206_150046,SQUAD_036,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:01:58.573821+00:00,0.5,0.8695081967213116,1.0,1.0,0.5445493385924269,0.7371086302970608
run_20260206_150046,SQUAD_037,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:02:01.033269+00:00,0.5,1.0,1.0,1.0,0.2808670969093854,0.7171300645364078
run_20260206_150046,SQUAD_038,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:02:04.003056+00:00,0.5,1.0,1.0,1.0,0.7219055846338267,0.7832858376950741
run_20260206_150046,SQUAD_039,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:02:05.026362+00:00,0.5,1.0,1.0,1.0,0.6816246455049007,0.7772436968257351
run_20260206_150046,SQUAD_040,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:02:07.176061+00:00,0.5,1.0,1.0,1.0,0.6130386897512314,0.7669558034626848
run_20260206_150046,SQUAD_041,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:02:09.429257+00:00,0.5,1.0,1.0,1.0,0.7115163763914708,0.7817274564587207
run_20260206_150046,SQUAD_042,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:02:11.068196+00:00,0.5,1.0,1.0,1.0,0.6708315133524732,0.775624727002871
run_20260206_150046,SQUAD_043,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:02:13.219187+00:00,0.5,0.8989830508474578,1.0,1.0,0.5742227041934238,0.7459808632561323
run_20260206_150046,SQUAD_044,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:02:15.573122+00:00,0.5,0.4584040747028862,1.0,1.0,0.8094109991916983,0.7151722610841876
run_20260206_150046,SQUAD_045,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:02:16.709006+00:00,0.5,1.0,1.0,1.0,0.6598449775044206,0.7739767466256632
run_20260206_150046,SQUAD_046,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:02:19.260039+00:00,0.5,1.0,1.0,1.0,0.7306108905018038,0.7845916335752706
run_20260206_150046,SQUAD_047,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:02:21.000108+00:00,0.5,1.0,1.0,1.0,0.5784423150947532,0.761766347264213
run_20260206_150046,SQUAD_048,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:02:23.560099+00:00,0.5,1.0,1.0,1.0,0.6769230489940252,0.7765384573491039
run_20260206_150046,SQUAD_049,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:02:25.198613+00:00,0.5,1.0,1.0,1.0,0.5526199068874343,0.7578929860331152
run_20260206_150046,SQUAD_050,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:02:27.656179+00:00,0.5,1.0,1.0,1.0,0.6232820185718119,0.7684923027857719
run_20260206_150046,SQUAD_051,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:02:29.396929+00:00,0.5,0.855483870967742,1.0,1.0,0.47110306951699055,0.72398804107271
run_20260206_150046,SQUAD_052,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-06T15:02:31.956656+00:00,0.5,1.0,1.0,1.0,0.6806481610731849,0.7770972241609778
