run_id,prompt_id,source,category,model,temperature,run,instruction_version,run_timestamp,latency_sec,response_length,char_len,word_len,sentence_count,avg_word_len,has_markdown,has_bullets,starts_with_answer,contains_disclaimer,contains_uncertainty,contains_date
run_20260209_115320,SQUAD_001,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-09T11:53:22.988645+00:00,4.51878547668457,97,97,14,1,6.0,0,0,1,0,0,1
run_20260209_115320,SQUAD_001,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-09T11:53:27.507923+00:00,3.518551826477051,568,568,86,5,5.616279069767442,0,0,1,0,0,1
run_20260209_115320,SQUAD_001,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-09T11:53:31.027860+00:00,2.0475776195526123,97,97,14,1,6.0,0,0,1,0,0,1
run_20260209_115320,SQUAD_001,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-09T11:53:33.076024+00:00,3.0708227157592773,582,582,87,5,5.7011494252873565,0,0,1,0,0,1
run_20260209_115320,SQUAD_001,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-09T11:53:36.158984+00:00,1.443676233291626,93,93,14,1,5.714285714285714,0,0,1,0,0,0
run_20260209_115320,SQUAD_001,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-09T11:53:37.603252+00:00,4.337337732315064,640,640,99,5,5.474747474747475,0,0,1,0,1,1
run_20260209_115320,SQUAD_001,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-09T11:53:42.497871+00:00,2.2537169456481934,89,89,13,1,5.923076923076923,0,0,1,0,0,1
run_20260209_115320,SQUAD_001,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-09T11:53:44.753063+00:00,6.3476855754852295,547,547,81,5,5.765432098765432,0,0,1,0,0,1
run_20260209_115320,SQUAD_001,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-09T11:53:51.101634+00:00,1.2219297885894775,93,93,14,1,5.714285714285714,0,0,1,0,0,1
run_20260209_115320,SQUAD_001,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-09T11:53:52.324118+00:00,1.889362335205078,452,452,71,4,5.380281690140845,0,0,1,0,0,1
